,Hotels,Prices,Descriptions,Full_Descriptions
604,Vieux-Port Grand appartement 2 ch avec terrasse,"€ 1,082",Managed by a private host,"Right in the centre of Marseille, situated within a short distance of Plage des Catalans and Saint-Ferreol Street, Vieux-Port Grand appartement 2 ch avec terrasse offers free WiFi, air conditioning and household amenities such as an oven and coffee machine. The property is close to several well-known attractions, 1.2 km from Notre-Dame de la Garde Basilica, 1.9 km from Museum of European and Mediterranean Civilisations and 1.8 km from Marseille Saint-Charles Train Station. The property is non-smoking and is set 2.6 km from Fausse Monnaie.

The spacious apartment has 2 bedrooms, 1 bathroom, bed linen, towels, a TV, a dining area, a fully equipped kitchen, and a patio with city views.

Popular points of interest near the apartment include Vieux Port Metro station, Castellane Metro Station and Palais du Pharo. The nearest airport is Marseille Provence Airport, 22 km from Vieux-Port Grand appartement 2 ch avec terrasse."
605,DECOUVERTE DE MARSEILLE,€ 758,Managed by a private host,"In the Saint-Charles district of Marseille, close to Marseille Saint-Charles Train Station, DECOUVERTE DE MARSEILLE features free WiFi and a washing machine. The property has inner courtyard views and is less than 1 km from Vieux Port Metro station and a 12-minute walk from Joliette Metro Station. The property is soundproof and is located 2.7 km from Plage des Catalans.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a walk-in shower and a hair dryer. Towels and bed linen are provided in the apartment. This apartment is allergy-free and non-smoking.

Popular points of interest near the apartment include Les Terrasses du Port Shopping Centre, Museum of European and Mediterranean Civilisations and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 22 km from DECOUVERTE DE MARSEILLE."
606,2 bedroom apartment in the heart of Marseille,€ 641,Managed by a private host,"Located in Marseille, near Vieux Port Metro station, Saint-Ferreol Street and Castellane Metro Station, 2 bedroom apartment in the heart of Marseille features free WiFi. The property is around 3 km from La Timone Metro Station, 1.9 km from Les Terrasses du Port Shopping Centre and 1.9 km from Notre-Dame de la Garde Basilica. The property is 700 metres from the city centre and 2.2 km from Plage des Catalans.

The spacious apartment comes with 2 bedrooms, a flat-screen TV with cable channels and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Museum of European and Mediterranean Civilisations and Joliette Metro Station. The nearest airport is Marseille Provence Airport, 22 km from 2 bedroom apartment in the heart of Marseille."
607,"Appartement Marseille-6e Arrondissement, 3 pièces, 6 personnes - FR-1-774-1","€ 1,388",,"Offering garden views, Appartement Marseille-6e Arrondissement, 3 pièces, 6 personnes - FR-1-774-1 is an accommodation located in Marseille, 1.5 km from Saint-Ferreol Street and 2.2 km from Vieux Port Metro station. The air-conditioned accommodation is 700 metres from Castellane Metro Station, and guests can benefit from private parking available on site and free WiFi. The property is non-smoking and is set 1.1 km from La Timone Metro Station.

The spacious apartment has 2 bedrooms, a TV, a fully equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a bath. For added privacy, the accommodation features a private entrance.

Rond-Point du Prado Metro Station is 2.4 km from the apartment, while Orange Velodrome Stadium is 2.5 km from the property. The nearest airport is Marseille Provence Airport, 24 km from Appartement Marseille-6e Arrondissement, 3 pièces, 6 personnes - FR-1-774-1."
608,Beautiful appartement Marseille 2P,€ 911,1 double bed,"Beautiful appartement Marseille 2P is located in Marseille, 1.1 km from Castellane Metro Station, 800 metres from Saint-Ferreol Street, and 1.4 km from La Timone Metro Station. The property is around 1.3 km from Vieux Port Metro station, 1.5 km from Marseille Saint-Charles Train Station and 3.2 km from Notre-Dame de la Garde Basilica. Free WiFi is available throughout the property and Plage des Catalans is 3 km away.

The apartment comes with 1 bedroom, a fully equipped kitchen with a fridge, and 1 bathroom. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Palais du Pharo is 3.4 km from the apartment, while Museum of European and Mediterranean Civilisations is 3.4 km away. The nearest airport is Marseille Provence Airport, 24 km from Beautiful appartement Marseille 2P."
609,Appartement Spacieux - Vue Notre-Dame de la Garde - Les Freres de la Loc',€ 994,Managed by a private host,"Set in Marseille in the Provence-Alpes-Côte d'Azur region, Appartement Spacieux - Vue Notre-Dame de la Garde - Les Freres de la Loc' features a balcony and city views. Among the facilities at this property are a lift and a concierge service, along with free WiFi throughout the property. Vieux Port Metro station is 1.4 km away and Notre-Dame de la Garde Basilica is 2 km from the apartment.

This apartment is fitted with 1 bedroom, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom equipped with a bath. Guests can take in the views of the mountain from the terrace, which also has outdoor furniture. This apartment is non-smoking and soundproof.

Popular points of interest near the apartment include Castellane Metro Station, Saint-Ferreol Street and La Timone Metro Station. The nearest airport is Marseille Provence Airport, 23 km from Appartement Spacieux - Vue Notre-Dame de la Garde - Les Freres de la Loc'."
610,Sunny Stylish Spacious Loft in Old-Port,"€ 1,594",Managed by a private host,"Set in a central area of Marseille, 1.7 km from Plage des Catalans, Sunny Stylish Spacious Loft in Old-Port offers air-conditioned accommodation with free WiFi and a flat-screen TV. The property is close to Castellane Metro Station, Museum of European and Mediterranean Civilisations and Joliette Metro Station. The property is non-smoking and is situated 2.7 km from Fausse Monnaie.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. Towels and bed linen are featured in the apartment.

Popular points of interest near the apartment include Vieux Port Metro station, Saint-Ferreol Street and Palais du Pharo. The nearest airport is Marseille Provence Airport, 22 km from Sunny Stylish Spacious Loft in Old-Port."
611,Marseille 6ème Vauban élégant T3 6 couchages 2 chambres,€ 662,Managed by a private host,"Marseille 6ème Vauban élégant T3 6 couchages 2 chambres in Marseille features accommodation with free WiFi, 2.4 km from Plage des Catalans, 2.6 km from Prophete and 3 km from Fausse Monnaie. The property is around 2.5 km from Palais du Pharo, 2.7 km from La Timone Metro Station and 2.7 km from Rond-Point du Prado Metro Station. The property is non-smoking and is situated less than 1 km from Castellane Metro Station.

This apartment includes 2 bedrooms, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a shower and a washing machine.

Popular points of interest near the apartment include Notre-Dame de la Garde Basilica, Saint-Ferreol Street and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 23 km from Marseille 6ème Vauban élégant T3 6 couchages 2 chambres."
612,Loft Luxe Liberté 2,€ 407,"2 beds (1 sofa bed, 1 large double)","Loft Luxe Liberté 2 is situated in the Saint-Charles district of Marseille, 400 metres from Marseille Saint-Charles Train Station, 1.7 km from Joliette Metro Station and 1.9 km from Les Terrasses du Port Shopping Centre. The property is set 1.4 km from Saint-Ferreol Street, 2.3 km from Castellane Metro Station and 1.1 km from Vieux Port Metro station. Free WiFi is available throughout the property and Plage des Catalans is 2.9 km away.

The 1-bedroom apartment features a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and oven, and 1 bathroom with walk-in shower. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

A minimarket is available at the apartment.

Museum of European and Mediterranean Civilisations is 2.6 km from the apartment, while La Timone Metro Station is 2.8 km from the property. The nearest airport is Marseille Provence Airport, 22 km from Loft Luxe Liberté 2."
613,"""Les Antilles "" Héhergement chez l'habitant",€ 463,Managed by a private host,"Boasting sea views, ""Les Antilles "" Héhergement chez l'habitant features accommodation with balcony, around 300 metres from Plage de la Pointe Rouge. This beachfront property offers access to a terrace, tennis at the tennis court, free private parking and free WiFi. The property offers soundproof units and is situated 600 metres from Plage de la Vieille Chapelle.

All units are fitted with air conditioning, a microwave, a fridge, a coffee machine, a bath, a hair dryer and a outdoor furniture. The units have a shared bathroom, free toiletries and bed linen.

If you would like to discover the area, horse riding and hiking are possible in the surroundings and the guest house can arrange a bicycle rental service.

Bonneveine is 1.1 km from ""Les Antilles "" Héhergement chez l'habitant, while Orange Velodrome Stadium is 4 km from the property. The nearest airport is Marseille Provence Airport, 30 km from the accommodation."
614,Maison de charme 2 ch à Vauban proche Vieux Port,"€ 1,079",Managed by a private host,"Offering city views, Maison de charme 2 ch à Vauban proche Vieux Port is an accommodation located in Marseille, 2.3 km from Plage du Prado Nord and 2.3 km from Petit Roucas Blanc Beach. The property is around 2.1 km from Rond-Point du Prado Metro Station, 2.1 km from Marseille Chanot Exhibition and Convention Centre and 2.2 km from Vieux Port Metro station. Free WiFi is available throughout the property and Prophete is 2.2 km away.

The holiday home features 2 bedrooms, a TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a shower. Towels and bed linen are featured in the holiday home. The accommodation is non-smoking.

Popular points of interest near the holiday home include Castellane Metro Station, Notre-Dame de la Garde Basilica and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 24 km from Maison de charme 2 ch à Vauban proche Vieux Port."
615,Les Mats du port,€ 804,2 double beds,"In the centre of Marseille, located within a short distance of Plage des Catalans and Vieux Port Metro station, Les Mats du port offers free WiFi, air conditioning and household amenities such as a fridge and coffee machine. The property has city views and is 2.8 km from Plage de Maldorme and less than 1 km from Saint-Ferreol Street. The property is non-smoking and is situated 2.7 km from Fausse Monnaie.

The spacious apartment features 1 bedroom, a TV with cable channels, a fully equipped kitchen with a microwave and a toaster, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Guests at the apartment will be able to enjoy activities in and around Marseille, like hiking.

Popular points of interest near Les Mats du port include Palais du Pharo, Castellane Metro Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 22 km from the accommodation."
616,RDC Villa - Résidentiel - Entrée indépendante,€ 956,Managed by a private host,"Located in Marseille, 6.2 km from La Timone Metro Station and 7.5 km from Castellane Metro Station, RDC Villa - Résidentiel - Entrée indépendante offers a seasonal outdoor swimming pool and air conditioning. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is set 7.6 km from Marseille Saint-Charles Train Station.

The spacious apartment is composed of 2 bedrooms, a living room, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is provided. The property offers garden views.

Guests can relax in the garden at the property.

Marseille Chanot Exhibition and Convention Centre is 7.8 km from the apartment, while Joliette Metro Station is 8.2 km away. The nearest airport is Marseille Provence Airport, 27 km from RDC Villa - Résidentiel - Entrée indépendante."
617,Le Capé-Grand appartement avec terrasse et jacuzzi,€ 865,Managed by a private host,"Featuring a hot tub, Le Capé-Grand appartement avec terrasse et jacuzzi is located in Marseille. This property offers access to a terrace, free private parking and free WiFi. The apartment features a hot tub and a lift.

The apartment is equipped with 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

La Timone Metro Station is 2.2 km from the apartment, while Marseille Chanot Exhibition and Convention Centre is 2.6 km away. The nearest airport is Marseille Provence Airport, 26 km from Le Capé-Grand appartement avec terrasse et jacuzzi."
618,"Beau studio , ensoleillé, Wifi, etage 5 ascenceur",€ 323,1 sofa bed,"Featuring garden views, Beau studio, ensoleillé, Wifi, etage 5 ascenceur offers accommodation with a garden and a patio, around less than 1 km from La Timone Metro Station. Guests can benefit from a balcony and a sun terrace. Private parking can be arranged at an extra charge.

With free WiFi, this apartment provides a cable flat-screen TV, a washing machine and a fully equipped kitchenette with a microwave and toaster. Towels and bed linen are provided in the apartment. The property has an outdoor dining area.

Castellane Metro Station is 1.8 km from the apartment, while Marseille Chanot Exhibition and Convention Centre is 2 km away. The nearest airport is Marseille Provence Airport, 25 km from Beau studio, ensoleillé, Wifi, etage 5 ascenceur."
619,Appartement duplex avec terrasse vue mer,€ 947,Managed by a private host,"Offering garden views, Appartement duplex avec terrasse vue mer is an accommodation situated in Marseille, 1.2 km from Plage de Maldorme and 1.5 km from Notre-Dame de la Garde Basilica. Set 700 metres from Prophete, the property offers a garden and free private parking. The property is non-smoking and is located 1.1 km from Fausse Monnaie.

The apartment with a terrace and sea views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a microwave and a toaster, and 1 bathroom with a bidet. Towels and bed linen are offered in the apartment. The property has an outdoor dining area.

Palais du Pharo is 3 km from the apartment, while Saint-Ferreol Street is 3.5 km from the property. The nearest airport is Marseille Provence Airport, 25 km from Appartement duplex avec terrasse vue mer."
620,Beautiful and sunny apartment in Marseille,"€ 2,149",4 double beds,"Boasting city views, Beautiful and sunny apartment in Marseille provides accommodation with a balcony, around 500 metres from La Timone Metro Station. The property is around 1.9 km from Castellane Metro Station, 2.9 km from Marseille Chanot Exhibition and Convention Centre and 3 km from Rond-Point du Prado Metro Station. The property features a 24-hour front desk and free WiFi is available throughout the property.

The spacious apartment has 4 bedrooms, a TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a bath.

Saint-Ferreol Street is 3 km from the apartment, while Vieux Port Metro station is 3.1 km from the property. The nearest airport is Marseille Provence Airport, 24 km from Beautiful and sunny apartment in Marseille."
621,Cocon 12min du Vieux-Port,€ 776,Managed by a private host,"Cocon 12min du Vieux-Port is situated in the Castellane et Préfecture district of Marseille, 1.4 km from La Timone Metro Station, 1.1 km from Saint-Ferreol Street and 1.6 km from Vieux Port Metro station. The property is around 2.5 km from Notre-Dame de la Garde Basilica, 2.7 km from Marseille Chanot Exhibition and Convention Centre and 2.9 km from Rond-Point du Prado Metro Station. Free WiFi is available throughout the property and Castellane Metro Station is 700 metres away.

The apartment includes 1 bedroom, a living room, and 1 bathroom with a walk-in shower. Towels and bed linen are available in the apartment. For added privacy, the accommodation features a private entrance.

Dining options are available close to the apartment.

Marseille Saint-Charles Train Station is 1.9 km from Cocon 12min du Vieux-Port, while Orange Velodrome Stadium is 3.1 km from the property. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
622,Le Chevalier - Appart 1 ch proche métro Joliette,€ 784,Managed by a private host,"Offering city views, Le Chevalier - Appart 1 ch proche métro Joliette is an accommodation situated in Marseille, 800 metres from Les Terrasses du Port Shopping Centre and 1.2 km from Marseille Saint-Charles Train Station. The property is located 1.9 km from Museum of European and Mediterranean Civilisations, 1.7 km from Vieux Port Metro station and 2.7 km from Saint-Ferreol Street. Free WiFi is available throughout the property and Joliette Metro Station is 500 metres away.

The 1-bedroom apartment features a living room with a TV, a fully equipped kitchen with a microwave and a toaster, and 1 bathroom with a hair dryer. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Castellane Metro Station is 3.3 km from the apartment, while Palais du Pharo is 3.7 km from the property. The nearest airport is Marseille Provence Airport, 21 km from Le Chevalier - Appart 1 ch proche métro Joliette."
623,BEAU T2 BOMPARD ENDOUME,€ 818,Managed by a private host,"A recently renovated property, BEAU T2 BOMPARD ENDOUME is located in Marseille near Plage des Catalans, Plage de Maldorme and Palais du Pharo. The property is situated 1.1 km from Notre-Dame de la Garde Basilica, 2.3 km from Saint-Ferreol Street and 2 km from Vieux Port Metro station. Free WiFi is available throughout the property and Fausse Monnaie is 1.2 km away.

The 1-bedroom apartment is equipped with a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and microwave, and 1 bathroom with bath. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Castellane Metro Station is 3.1 km from the apartment, while Joliette Metro Station is 3.7 km away. The nearest airport is Marseille Provence Airport, 24 km from BEAU T2 BOMPARD ENDOUME."
624,Chez Marie et Romain appart charme cœur Joliette proche Panier,"€ 1,039",Managed by a private host,"Boasting inner courtyard views, Chez Marie et Romain appart charme cœur Joliette proche Panier offers accommodation with a terrace, around 500 metres from Joliette Metro Station. Guests staying at this apartment have access to a patio. Free WiFi is available throughout the property and Plage des Catalans is 3 km away.

The apartment is fitted with 1 bedroom, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a shower, a hair dryer and a washing machine. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Les Terrasses du Port Shopping Centre, Vieux Port Metro station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 21 km from Chez Marie et Romain appart charme cœur Joliette proche Panier."
625,Maison d'artistes - Pavillon Southway,€ 821,Managed by a private host,"Boasting a garden and views of mountain, Maison d'artistes - Pavillon Southway is a bed and breakfast set in a historic building in Marseille, 2.2 km from Orange Velodrome Stadium. Both free WiFi and parking on-site are accessible at the bed and breakfast free of charge. It is possible for guests to sit outside and enjoy the property grounds.

All units come with a terrace with city views, a fully equipped kitchen with a dishwasher and an oven, and a private bathroom with shower. A microwave, a fridge and stovetop are also offered, as well as a coffee machine and a kettle. At the bed and breakfast, the units have bed linen and towels.

There is a coffee shop and lounge.

Guests at Maison d'artistes - Pavillon Southway will be able to enjoy activities in and around Marseille, like walking tours. The bed and breakfast has a picnic area where you can spend a day out in the open.

Rond-Point du Prado Metro Station is 2.4 km from the accommodation, while Marseille Chanot Exhibition and Convention Centre is 2.8 km from the property. The nearest airport is Marseille Provence Airport, 28 km from Maison d'artistes - Pavillon Southway."
626,MaisonMars - La Maison Du Parc 4 Standing Parking Wifi Clim,"€ 1,675",Managed by a private host,"Boasting a balcony with garden views, a garden and a shared lounge, MaisonMars - La Maison Du Parc 4 Standing Parking Wifi Clim can be found in Marseille, close to Castellane Metro Station and 1.4 km from Marseille Chanot Exhibition and Convention Centre. This property offers access to a terrace, free private parking and free WiFi. The accommodation features a shared kitchen, a concierge service and organising tours for guests.

The spacious holiday home has 3 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a toaster. The air-conditioned unit at the property features a shower and a dressing room. This holiday home is non-smoking and soundproof.

The holiday home has a picnic area where you can spend a day out in the open.

Popular points of interest near the holiday home include La Timone Metro Station, Orange Velodrome Stadium and Rond-Point du Prado Metro Station. The nearest airport is Marseille Provence, 25 km from MaisonMars - La Maison Du Parc 4 Standing Parking Wifi Clim, and the property offers a paid airport shuttle service."
627,Maison de ville pour 7 personnes,"€ 2,206",Managed by a private host,"Set in Marseille, 3.2 km from Orange Velodrome Stadium and 3.4 km from Rond-Point du Prado Metro Station, Maison de ville pour 7 personnes offers air-conditioned accommodation with a terrace and free WiFi. This holiday home features accommodation with a patio. The property is non-smoking and is situated 3.7 km from Marseille Chanot Exhibition and Convention Centre.

The holiday home is fitted with 3 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are offered in the holiday home. The property has an outdoor dining area.

Castellane Metro Station is 5.2 km from the holiday home, while La Timone Metro Station is 6.1 km from the property. The nearest airport is Marseille Provence Airport, 29 km from Maison de ville pour 7 personnes."
628,Appartement tout équipe Vieux Port 4 couchages,€ 702,Managed by a private host,"Appartement tout équipe Vieux Port 4 couchages is set in the Vieux Port - La Canebière district of Marseille, 800 metres from Vieux Port Metro station, 1.3 km from Les Terrasses du Port Shopping Centre and 1.1 km from Joliette Metro Station. It is located 700 metres from Museum of European and Mediterranean Civilisations and offers a lift. The property is 2.1 km from Plage des Catalans, and within 700 metres of the city centre.

With free WiFi, this 1-bedroom apartment provides a cable flat-screen TV, a washing machine and a fully equipped kitchen with a microwave and fridge. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Saint-Ferreol Street is 1.5 km from the apartment, while Marseille Saint-Charles Train Station is 1.7 km away. The nearest airport is Marseille Provence Airport, 22 km from Appartement tout équipe Vieux Port 4 couchages."
629,T2 ** VIEUX PORT ** LUMINEUX,"€ 1,014",Managed by a private host,"Located in a central area of Marseille, 1.8 km from Plage des Catalans, T2 ** VIEUX PORT ** LUMINEUX provides air-conditioned accommodation with free WiFi and a flat-screen TV. The property is close to several well-known attractions, 1.5 km from Museum of European and Mediterranean Civilisations, 1.7 km from Joliette Metro Station and 2 km from Les Terrasses du Port Shopping Centre. The property is non-smoking and is situated 2.9 km from Fausse Monnaie.

The apartment features 1 bedroom, a fully equipped kitchen with a dishwasher and an oven, a washing machine and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment.

Popular points of interest near T2 ** VIEUX PORT ** LUMINEUX include Vieux Port Metro station, Saint-Ferreol Street and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 22 km from the accommodation."
630,Studio chic en plein Vieux-Port,€ 563,Managed by a private host,"Featuring air-conditioned accommodation with a balcony, Studio chic en plein Vieux-Port is set in Marseille. It is situated 800 metres from Vieux Port Metro station and offers a lift. The property is 2.6 km from Plage des Catalans, and within 1 km of the city centre.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Joliette Metro Station, Museum of European and Mediterranean Civilisations and Les Terrasses du Port Shopping Centre. The nearest airport is Marseille Provence Airport, 21 km from Studio chic en plein Vieux-Port."
631,Appartement tout équipé au coeur du Vieux Port St Victor,€ 562,Managed by a private host,"Appartement tout équipé au coeur du Vieux Port St Victor is situated in the Vieux Port - La Canebière district of Marseille, 2.6 km from Plage de Maldorme, less than 1 km from Saint-Ferreol Street and a 7-minute walk from Vieux Port Metro station. It is set 2.4 km from Fausse Monnaie and features a lift. The property is 1.5 km from Plage des Catalans, and within 200 metres of the city centre.

With free WiFi, this 1-bedroom apartment offers a cable flat-screen TV, a washing machine and a fully equipped kitchen with an oven and microwave. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Palais du Pharo, Notre-Dame de la Garde Basilica and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 23 km from Appartement tout équipé au coeur du Vieux Port St Victor."
632,Studio- Terrasse -Place de parking privé,€ 375,Managed by a private host,"Studio- Terrasse -Place de parking privé is located in Marseille, 8.3 km from Les Terrasses du Port Shopping Centre, 8.4 km from La Timone Metro Station, and 10 km from Marseille Saint-Charles Train Station. This property offers access to a terrace and free private parking. The property is non-smoking and is set 8.1 km from Joliette Metro Station.

This air-conditioned apartment has 1 bedroom, a flat-screen TV, and a fully equipped kitchen with a microwave and a fridge. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Vieux Port Metro station is 10 km from the apartment, while Castellane Metro Station is 10 km from the property. The nearest airport is Marseille Provence Airport, 22 km from Studio- Terrasse -Place de parking privé."
633,ketfi,€ 537,Managed by a private host,"Set in Marseille in the Provence-Alpes-Côte d'Azur region, ketfi features a balcony. This property offers access to a terrace and free private parking. The property is non-smoking and is located 1.7 km from Joliette Metro Station.

The 1-bedroom apartment is equipped with a living room with a flat-screen TV, a fully equipped kitchen with a microwave and fridge, and 1 bathroom with a bath or shower. Towels and bed linen are provided in the apartment. At the apartment, there is a dressing room for guests to change in.

A minimarket is available at the apartment.

Les Terrasses du Port Shopping Centre is 1.7 km from ketfi, while Museum of European and Mediterranean Civilisations is 2.9 km away. The nearest airport is Marseille Provence Airport, 20 km from the accommodation."
634,Vieux Port Proximité Panier Clim Central Cachet,€ 813,Managed by a private host,"Right in the heart of Marseille, situated within a short distance of Plage des Catalans and Saint-Ferreol Street, Vieux Port Proximité Panier Clim Central Cachet offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. The property has city views and is 1.3 km from Castellane Metro Station and 300 metres from Vieux Port Metro station. The property is close to popular attractions like Les Terrasses du Port Shopping Centre, Notre-Dame de la Garde Basilica and Palais du Pharo.

The 1-bedroom apartment features a living room with a flat-screen TV with streaming services, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are available in the apartment. This apartment is non-smoking and soundproof.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Museum of European and Mediterranean Civilisations and Joliette Metro Station. The nearest airport is Marseille Provence Airport, 23 km from Vieux Port Proximité Panier Clim Central Cachet."
635,T2 climatisé dans l’hyper-centre de Marseille,€ 750,"2 beds (1 double, 1 sofa bed)","Situated in Marseille, 300 metres from Saint-Ferreol Street and 1.2 km from Castellane Metro Station, T2 climatisé dans l’hyper-centre de Marseille offers air conditioning. The property is around 2.8 km from La Timone Metro Station, 1.8 km from Joliette Metro Station and 2 km from Les Terrasses du Port Shopping Centre. The property is 2 km from Plage des Catalans, and within 500 metres of the city centre.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is available. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from T2 climatisé dans l’hyper-centre de Marseille."
636,Studio Nissia rue Paradis,€ 500,Managed by a private host,"Set in Marseille, 2.8 km from Plage des Catalans and 2.9 km from Prophete, Studio Nissia rue Paradis offers air conditioning. The property is located 2.5 km from La Timone Metro Station, 2.5 km from Rond-Point du Prado Metro Station and 2.5 km from Marseille Chanot Exhibition and Convention Centre. The property is non-smoking and is situated 500 metres from Castellane Metro Station.

With free WiFi, this 1-bedroom apartment offers a flat-screen TV and a kitchenette with a microwave and toaster. Towels and bed linen are offered in the apartment.

Popular points of interest near the apartment include Saint-Ferreol Street, Vieux Port Metro station and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 24 km from Studio Nissia rue Paradis."
637,Appartement entre la gare St Charles et Vieux port,€ 872,Managed by a private host,"In the Vieux Port - La Canebière district of Marseille, close to Joliette Metro Station, Appartement entre la gare St Charles et Vieux port features free WiFi and a washing machine. This property is located a short distance from attractions such as Museum of European and Mediterranean Civilisations, Saint-Ferreol Street, and Castellane Metro Station. The property is 2.6 km from Plage des Catalans, and within 1 km of the city centre.

This apartment comes with 1 bedroom, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom equipped with an a bath or shower. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Les Terrasses du Port Shopping Centre and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 21 km from Appartement entre la gare St Charles et Vieux port."
638,Grand studio tout équipe à 6min de St Charles,€ 542,Managed by a private host,"Set in Marseille, 1.4 km from Joliette Metro Station and 1.6 km from Les Terrasses du Port Shopping Centre, Grand studio tout équipe à 6min de St Charles offers air conditioning. It is situated 1.8 km from Vieux Port Metro station and offers a lift. Free WiFi is available throughout the property and Marseille Saint-Charles Train Station is 800 metres away.

The apartment is located on the ground floor and is fitted with 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a microwave, a toaster, a washing machine, a fridge and kitchenware. For added privacy, the accommodation features a private entrance.

Museum of European and Mediterranean Civilisations is 2.9 km from the apartment, while Saint-Ferreol Street is 3.1 km away. The nearest airport is Marseille Provence Airport, 21 km from Grand studio tout équipe à 6min de St Charles."
639,Au calme à Marseille,"€ 1,181",Managed by a private host,"Located in Marseille, 12 km from La Timone Metro Station and 12 km from Castellane Metro Station, Au calme à Marseille offers a garden and air conditioning. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is situated 13 km from Marseille Chanot Exhibition and Convention Centre.

This holiday home is equipped with 3 bedrooms, a kitchen with a microwave and a fridge, a flat-screen TV, a seating area and 1 bathroom equipped with a walk-in shower. Towels and bed linen are provided in the holiday home. The property has an outdoor dining area.

Rond-Point du Prado Metro Station is 13 km from the holiday home, while Orange Velodrome Stadium is 13 km away. The nearest airport is Marseille Provence Airport, 33 km from Au calme à Marseille."
